carat,cut,color,clarity,depth,table,price,x,y,z,price_per_carat,high_price,price_per_carat_with taxes
1.5,Premium,I,VS2,62.3,58.0,8820,7.31,7.26,4.54,5880.0,1,7644.0
1.05,Ideal,D,VS1,60.5,57.0,8820,6.61,6.58,3.99,8400.0,1,10920.0
1.5,Premium,G,SI2,60.1,59.0,8820,7.38,7.36,4.43,5880.0,1,7644.0
1.5,Premium,I,VS2,62.9,58.0,8820,7.17,7.08,4.48,5880.0,1,7644.0
1.5,Good,E,SI1,64.1,56.0,8820,7.21,7.14,4.6,5880.0,1,7644.0
1.01,Premium,D,VS1,61.6,58.0,8823,6.44,6.42,3.96,8735.64,1,11356.332
1.21,Ideal,G,VS1,61.4,56.0,8824,6.84,6.9,4.22,7292.56,1,9480.328000000001
1.52,Premium,H,VS2,61.1,61.0,8825,7.4,7.36,4.51,5805.92,1,7547.696
1.5,Very Good,E,SI2,62.7,56.0,8827,7.33,7.38,4.61,5884.67,1,7650.071
1.51,Premium,F,SI1,60.9,59.0,8828,7.42,7.33,4.49,5846.36,1,7600.268
1.84,Ideal,J,VS1,62.4,56.0,8828,7.84,7.8,4.89,4797.83,1,6237.179
1.2,Very Good,F,VS2,62.4,58.0,8829,6.75,6.81,4.23,7357.5,1,9564.75
1.59,Premium,H,SI1,61.0,58.0,8829,7.58,7.51,4.6,5552.83,1,7218.679
1.24,Ideal,G,VS1,61.5,56.0,8830,6.92,6.97,4.27,7120.97,1,9257.261
1.22,Ideal,G,VS1,62.6,54.4,8830,6.77,6.83,4.26,7237.7,1,9409.01
1.55,Ideal,I,VS2,62.6,56.0,8831,7.35,7.41,4.62,5697.42,1,7406.646000000001
1.71,Good,J,VS2,62.8,58.0,8831,7.48,7.55,4.72,5164.33,1,6713.629
1.66,Very Good,H,SI1,63.3,59.0,8831,7.48,7.45,4.72,5319.88,1,6915.844
1.59,Ideal,I,SI1,62.1,57.0,8835,7.48,7.46,4.64,5556.6,1,7223.580000000001
1.64,Premium,E,SI2,61.9,61.0,8835,7.54,7.51,4.66,5387.2,1,7003.36
1.51,Very Good,I,VS2,62.3,60.0,8836,7.29,7.35,4.56,5851.66,1,7607.158
1.51,Premium,E,SI1,63.0,58.0,8836,7.4,7.27,4.62,5851.66,1,7607.158
1.75,Ideal,J,SI1,63.3,59.0,8840,7.63,7.57,4.81,5051.43,1,6566.859
1.77,Premium,J,SI2,62.0,55.0,8840,7.84,7.72,4.82,4994.35,1,6492.655000000001
1.7,Premium,I,VS1,61.5,58.0,8840,7.74,7.64,4.73,5200.0,1,6760.0
1.25,Premium,F,VS2,61.5,60.0,8840,6.93,6.89,4.25,7072.0,1,9193.6
1.29,Premium,G,VS2,58.7,58.0,8842,7.27,7.11,4.22,6854.26,1,8910.538
1.11,Ideal,G,VVS2,63.1,57.0,8843,6.55,6.6,4.15,7966.67,1,10356.671
1.41,Very Good,H,VS2,62.5,58.0,8846,7.08,7.12,4.44,6273.76,1,8155.888000000001
1.4,Premium,H,VS2,62.9,55.0,8847,7.15,7.06,4.47,6319.29,1,8215.077000000001
1.02,Ideal,G,VVS2,62.1,54.0,8847,6.54,6.51,4.05,8673.53,1,11275.589000000002
1.71,Premium,J,SI1,62.9,58.0,8848,7.64,7.58,4.79,5174.27,1,6726.551
1.54,Ideal,J,VS1,62.2,59.0,8848,7.34,7.38,4.58,5745.45,1,7469.085
1.01,Very Good,E,VVS2,63.1,57.0,8849,6.31,6.39,4.01,8761.39,1,11389.806999999999
1.05,Ideal,G,IF,62.5,56.0,8850,6.48,6.52,4.06,8428.57,1,10957.141
1.05,Premium,G,IF,60.6,60.0,8850,6.57,6.59,3.99,8428.57,1,10957.141
1.25,Very Good,E,VS2,61.6,57.0,8851,6.9,6.94,4.26,7080.8,1,9205.04
1.11,Very Good,E,VS1,61.6,57.0,8852,6.59,6.63,4.07,7974.77,1,10367.201000000001
1.2,Ideal,H,VS1,60.9,57.0,8852,6.87,6.9,4.19,7376.67,1,9589.671
1.52,Good,I,SI1,64.1,57.0,8852,7.26,7.21,4.64,5823.68,1,7570.784000000001
1.52,Premium,I,SI1,58.1,62.0,8852,7.61,7.56,4.41,5823.68,1,7570.784000000001
1.6,Premium,I,SI1,62.1,58.0,8852,7.51,7.47,4.65,5532.5,1,7192.25
1.52,Premium,I,SI1,60.5,60.0,8852,7.48,7.4,4.5,5823.68,1,7570.784000000001
1.52,Ideal,G,SI2,61.3,57.0,8852,7.39,7.36,4.52,5823.68,1,7570.784000000001
1.3,Premium,G,VS2,62.2,58.0,8854,6.92,6.98,4.32,6810.77,1,8854.001
1.51,Good,H,SI1,62.2,61.0,8854,7.25,7.32,4.53,5863.58,1,7622.654
1.23,Premium,F,VS2,59.6,58.0,8855,6.94,7.02,4.16,7199.19,1,9358.947
1.46,Ideal,H,SI1,62.4,55.0,8855,7.26,7.22,4.52,6065.07,1,7884.590999999999
1.51,Very Good,I,SI1,59.3,59.0,8856,7.49,7.59,4.47,5864.9,1,7624.37
1.56,Premium,D,SI2,61.1,56.0,8858,7.54,7.45,4.58,5678.21,1,7381.673000000001
1.56,Premium,I,VVS2,60.5,58.0,8858,7.53,7.45,4.53,5678.21,1,7381.673000000001
1.11,Ideal,G,VVS2,61.8,57.0,8858,6.67,6.64,4.11,7980.18,1,10374.234
1.56,Premium,G,SI2,61.7,59.0,8858,7.51,7.43,4.61,5678.21,1,7381.673000000001
1.56,Ideal,I,SI1,61.4,56.0,8858,7.47,7.42,4.57,5678.21,1,7381.673000000001
1.03,Ideal,F,VVS2,61.6,56.0,8860,6.53,6.46,4.0,8601.94,1,11182.522
1.01,Ideal,F,VS1,61.8,57.0,8860,6.41,6.46,3.98,8772.28,1,11403.964000000002
1.52,Good,J,VVS2,57.9,62.0,8861,7.61,7.63,4.41,5829.61,1,7578.4929999999995
1.15,Premium,G,VVS1,60.8,58.0,8863,6.74,6.77,4.11,7706.96,1,10019.048
1.21,Ideal,E,SI1,61.8,56.0,8863,6.82,6.86,4.23,7324.79,1,9522.227
1.21,Ideal,G,VS1,61.8,55.0,8864,6.81,6.87,4.23,7325.62,1,9523.306
1.62,Ideal,H,SI2,61.8,54.0,8865,7.55,7.6,4.68,5472.22,1,7113.886
1.55,Premium,I,SI1,62.5,60.0,8866,7.33,7.35,4.59,5720.0,1,7436.0
1.52,Good,D,SI2,63.2,58.0,8868,7.25,7.31,4.6,5834.21,1,7584.473
1.52,Very Good,D,SI2,61.2,63.0,8868,7.31,7.39,4.5,5834.21,1,7584.473
1.13,Premium,G,VVS1,59.3,59.0,8868,6.87,6.79,4.05,7847.79,1,10202.127
1.01,Ideal,G,IF,61.5,58.0,8869,6.44,6.47,3.97,8781.19,1,11415.547
1.01,Ideal,G,IF,60.8,59.0,8869,6.47,6.5,3.94,8781.19,1,11415.547
1.51,Fair,E,SI1,65.3,62.0,8869,7.16,7.09,4.65,5873.51,1,7635.563
2.0,Very Good,J,SI2,62.1,63.0,8870,7.96,7.85,4.91,4435.0,1,5765.5
1.05,Ideal,F,VVS2,61.9,57.0,8870,6.5,6.52,4.03,8447.62,1,10981.906
1.6,Premium,J,VS1,61.3,59.0,8870,7.49,7.52,4.6,5543.75,1,7206.875
1.7,Very Good,J,SI1,61.9,59.0,8870,7.59,7.64,4.71,5217.65,1,6782.945
1.5,Premium,J,VVS2,61.5,60.0,8870,7.31,7.27,4.48,5913.33,1,7687.329
1.2,Very Good,F,VS2,63.5,57.0,8870,6.73,6.65,4.25,7391.67,1,9609.171
1.21,Premium,F,VS2,60.1,55.0,8870,7.01,6.91,4.18,7330.58,1,9529.754
1.2,Premium,G,VVS2,62.4,56.0,8870,6.74,6.68,4.19,7391.67,1,9609.171
1.08,Ideal,G,IF,61.3,57.0,8873,6.59,6.62,4.05,8215.74,1,10680.462
1.55,Very Good,G,SI2,61.9,60.0,8873,7.31,7.36,4.54,5724.52,1,7441.876000000001
1.39,Premium,G,VS2,62.0,56.0,8874,7.18,7.14,4.44,6384.17,1,8299.421
1.28,Premium,G,VS2,61.6,58.0,8874,7.02,6.98,4.31,6932.81,1,9012.653
1.36,Premium,H,VS2,61.9,58.0,8877,7.15,7.09,4.41,6527.21,1,8485.373
1.21,Premium,F,VS2,61.5,57.0,8877,6.81,6.74,4.17,7336.36,1,9537.268
1.51,Ideal,I,VS2,62.9,57.0,8879,7.27,7.23,4.56,5880.13,1,7644.169000000001
1.51,Premium,E,SI2,58.8,62.0,8879,7.5,7.41,4.39,5880.13,1,7644.169000000001
1.51,Fair,I,VS2,64.8,60.0,8879,7.18,7.1,4.63,5880.13,1,7644.169000000001
1.21,Premium,F,VS1,61.3,57.0,8879,6.9,6.86,4.22,7338.02,1,9539.426000000001
1.21,Premium,F,VS1,62.5,60.0,8879,6.77,6.7,4.21,7338.02,1,9539.426000000001
1.21,Very Good,E,VS2,61.5,59.0,8886,6.82,6.88,4.21,7343.8,1,9546.94
1.6,Ideal,J,VS2,61.9,55.0,8886,7.51,7.54,4.66,5553.75,1,7219.875
1.24,Ideal,E,VS2,62.7,58.0,8887,6.79,6.86,4.28,7166.94,1,9317.021999999999
1.29,Ideal,H,VS1,61.2,57.0,8887,7.01,7.05,4.3,6889.15,1,8955.895
1.58,Premium,H,SI2,60.4,58.0,8887,7.6,7.52,4.57,5624.68,1,7312.084000000001
1.71,Premium,J,VS2,60.3,61.0,8887,7.74,7.69,4.65,5197.08,1,6756.204
1.0,Premium,E,VVS2,62.7,60.0,8888,6.32,6.34,3.97,8888.0,1,11554.4
1.0,Premium,E,VVS2,61.6,59.0,8888,6.42,6.46,3.97,8888.0,1,11554.4
1.51,Ideal,J,SI1,62.6,54.0,8888,7.26,7.35,4.57,5886.09,1,7651.917
1.13,Ideal,G,VVS2,61.5,57.0,8889,6.67,6.71,4.12,7866.37,1,10226.281
1.78,Premium,J,SI2,62.6,58.0,8889,7.78,7.72,4.85,4993.82,1,6491.965999999999
1.5,Ideal,H,VS1,62.1,57.0,8891,7.37,7.23,4.53,5927.33,1,7705.529
1.54,Very Good,F,SI2,61.1,58.0,8893,7.36,7.47,4.53,5774.68,1,7507.084000000001
1.5,Very Good,I,VS2,62.5,59.0,8893,7.26,7.3,4.55,5928.67,1,7707.271000000001
1.06,Ideal,D,VS1,61.7,55.0,8893,6.53,6.57,4.04,8389.62,1,10906.506000000001
1.28,Very Good,G,VS1,59.2,57.0,8895,7.05,7.13,4.2,6949.22,1,9033.986
1.07,Ideal,G,VVS1,60.9,56.0,8895,6.6,6.67,4.04,8313.08,1,10807.004
1.74,Ideal,I,SI2,61.6,57.0,8896,7.67,7.74,4.75,5112.64,1,6646.432000000001
1.71,Very Good,I,SI2,62.7,58.0,8896,7.59,7.54,4.74,5202.34,1,6763.042
1.5,Very Good,J,VS1,63.3,57.0,8896,7.24,7.2,4.57,5930.67,1,7709.871
1.52,Premium,D,SI2,60.2,60.0,8897,7.46,7.4,4.47,5853.29,1,7609.277
1.63,Premium,I,VS1,60.9,58.0,8900,7.63,7.58,4.63,5460.12,1,7098.156
1.72,Ideal,J,SI1,62.0,57.0,8900,7.66,7.62,4.74,5174.42,1,6726.746
1.25,Good,G,VS1,63.4,55.0,8901,6.87,6.92,4.37,7120.8,1,9257.04
1.66,Very Good,I,SI1,63.0,57.0,8901,7.45,7.5,4.71,5362.05,1,6970.665000000001
1.21,Good,E,VS1,61.7,58.0,8902,6.73,6.78,4.17,7357.02,1,9564.126
1.15,Ideal,F,VVS2,62.1,55.0,8903,6.74,6.69,4.17,7741.74,1,10064.262
1.51,Good,H,VS2,63.6,61.0,8904,7.08,7.03,4.49,5896.69,1,7665.697
1.6,Ideal,J,VS1,62.1,57.0,8904,7.46,7.54,4.66,5565.0,1,7234.5
1.01,Premium,F,VVS2,59.9,58.0,8905,6.54,6.49,3.9,8816.83,1,11461.879
1.24,Very Good,F,VS2,60.9,60.0,8907,6.96,6.93,4.23,7183.06,1,9337.978000000001
1.5,Ideal,I,SI1,61.8,57.0,8907,7.3,7.34,4.53,5938.0,1,7719.400000000001
1.5,Good,E,SI2,63.0,59.0,8910,7.18,7.24,4.54,5940.0,1,7722.0
1.5,Good,E,SI2,63.9,58.0,8910,7.21,7.26,4.62,5940.0,1,7722.0
1.5,Good,I,VS1,63.3,58.0,8910,7.19,7.24,4.57,5940.0,1,7722.0
1.0,Very Good,E,VVS2,63.5,55.0,8910,6.36,6.31,4.02,8910.0,1,11583.0
1.7,Ideal,D,SI2,60.7,56.0,8911,7.78,7.71,4.7,5241.76,1,6814.2880000000005
1.2,Premium,G,VS1,62.0,58.0,8911,6.76,6.73,4.18,7425.83,1,9653.579
1.53,Premium,I,SI1,62.9,59.0,8911,7.36,7.32,4.62,5824.18,1,7571.434
1.53,Premium,I,SI1,60.8,59.0,8911,7.54,7.49,4.57,5824.18,1,7571.434
1.53,Premium,I,SI1,61.5,59.0,8911,7.39,7.32,4.52,5824.18,1,7571.434
1.14,Very Good,F,VVS2,63.3,56.0,8912,6.56,6.71,4.2,7817.54,1,10162.802
1.01,Very Good,E,VVS2,63.3,58.0,8912,6.39,6.31,4.02,8823.76,1,11470.888
1.27,Ideal,G,VS2,62.0,58.0,8915,6.89,6.95,4.29,7019.69,1,9125.597
1.3,Ideal,H,VS1,61.3,59.0,8915,6.97,7.03,4.29,6857.69,1,8914.997
1.52,Good,H,SI1,64.1,59.0,8915,7.11,7.18,4.58,5865.13,1,7624.669000000001
1.51,Very Good,E,SI2,60.6,58.0,8916,7.41,7.43,4.5,5904.64,1,7676.032000000001
1.54,Premium,I,VS2,61.7,59.0,8917,7.4,7.34,4.55,5790.26,1,7527.338000000001
1.51,Very Good,I,VS1,61.1,63.0,8918,7.38,7.32,4.49,5905.96,1,7677.7480000000005
1.23,Premium,G,VS1,61.3,58.0,8919,6.89,6.87,4.22,7251.22,1,9426.586000000001
1.23,Ideal,H,VVS1,61.4,56.0,8920,6.89,6.91,4.24,7252.03,1,9427.639
1.5,Good,I,VS2,61.3,61.0,8920,7.31,7.38,4.5,5946.67,1,7730.671
1.04,Ideal,G,IF,62.1,54.0,8921,6.53,6.55,4.06,8577.88,1,11151.243999999999
1.01,Very Good,F,VVS2,62.3,56.0,8922,6.38,6.42,3.99,8833.66,1,11483.758
1.01,Very Good,F,VVS2,61.8,58.0,8922,6.44,6.48,3.99,8833.66,1,11483.758
1.31,Ideal,G,VS2,61.9,56.0,8922,7.05,7.08,4.37,6810.69,1,8853.896999999999
1.54,Ideal,G,SI2,62.3,60.0,8923,7.29,7.34,4.56,5794.16,1,7532.408
1.0,Premium,F,VVS2,60.6,54.0,8924,6.56,6.52,3.96,8924.0,1,11601.2
1.0,Premium,F,VVS2,60.6,54.0,8924,6.56,6.52,3.96,8924.0,1,11601.2
1.59,Ideal,J,VS1,62.1,55.0,8925,7.47,7.51,4.65,5613.21,1,7297.173000000001
1.39,Premium,F,SI1,62.4,59.0,8925,7.14,7.09,4.44,6420.86,1,8347.118
1.36,Ideal,G,SI1,61.0,56.0,8927,7.17,7.2,4.38,6563.97,1,8533.161
1.27,Very Good,F,VS2,60.7,61.0,8928,6.97,7.01,4.24,7029.92,1,9138.896
1.28,Ideal,H,VVS1,61.3,55.0,8928,7.01,7.06,4.31,6975.0,1,9067.5
1.2,Very Good,G,VVS1,63.3,59.0,8928,6.72,6.64,4.23,7440.0,1,9672.0
1.24,Very Good,F,VS2,59.6,59.0,8929,7.0,7.07,4.19,7200.81,1,9361.053000000002
1.51,Premium,J,VVS2,62.5,59.0,8930,7.34,7.29,4.57,5913.91,1,7688.083
1.51,Premium,J,VVS2,62.9,58.0,8930,7.33,7.21,4.57,5913.91,1,7688.083
1.51,Premium,J,VVS2,62.6,59.0,8930,7.33,7.31,4.58,5913.91,1,7688.083
1.34,Ideal,D,SI1,62.2,57.0,8930,7.07,6.95,4.36,6664.18,1,8663.434000000001
1.5,Very Good,H,SI1,62.9,57.0,8931,7.24,7.28,4.57,5954.0,1,7740.2
1.05,Ideal,G,VVS1,61.2,57.0,8931,6.54,6.57,4.01,8505.71,1,11057.422999999999
1.1,Ideal,G,VVS2,62.0,56.0,8932,6.68,6.64,4.13,8120.0,1,10556.0
1.5,Very Good,H,VS2,61.5,57.0,8936,7.32,7.37,4.52,5957.33,1,7744.529
1.58,Premium,H,VS2,60.5,58.0,8936,7.57,7.54,4.57,5655.7,1,7352.41
1.2,Premium,G,VS1,63.0,61.0,8938,6.62,6.59,4.16,7448.33,1,9682.829
1.52,Fair,F,SI2,56.3,64.0,8938,7.68,7.62,4.31,5880.26,1,7644.338000000001
1.52,Very Good,I,VS2,63.3,61.0,8938,7.27,7.23,4.59,5880.26,1,7644.338000000001
1.02,Very Good,F,VVS2,62.9,59.0,8940,6.37,6.42,4.02,8764.71,1,11394.123
1.27,Very Good,G,VVS2,62.5,57.0,8941,6.86,6.91,4.3,7040.16,1,9152.208
1.25,Very Good,G,VS2,62.2,57.0,8941,6.84,6.88,4.27,7152.8,1,9298.640000000001
1.26,Ideal,H,VVS2,61.8,56.0,8941,6.9,6.93,4.28,7096.03,1,9224.839
1.01,Good,D,VVS2,63.5,57.0,8943,6.32,6.35,4.02,8854.46,1,11510.797999999999
1.01,Good,D,VVS2,63.7,57.0,8943,6.29,6.36,4.03,8854.46,1,11510.797999999999
1.53,Ideal,J,VS1,62.4,54.0,8943,7.34,7.38,4.59,5845.1,1,7598.630000000001
1.04,Premium,F,VVS2,62.5,58.0,8946,6.46,6.37,4.01,8601.92,1,11182.496000000001
1.05,Ideal,G,VVS1,60.7,55.0,8946,6.6,6.65,4.02,8520.0,1,11076.0
1.17,Ideal,G,VVS2,61.7,55.0,8947,6.74,6.77,4.17,7647.01,1,9941.113000000001
2.01,Very Good,J,SI2,59.3,63.0,8949,8.28,8.22,4.89,4452.24,1,5787.912
1.0,Very Good,F,VVS2,63.0,59.0,8950,6.33,6.36,4.0,8950.0,1,11635.0
1.21,Ideal,H,VVS2,61.3,56.0,8950,6.85,6.89,4.21,7396.69,1,9615.697
1.22,Premium,D,VS2,59.6,60.0,8950,6.97,6.95,4.15,7336.07,1,9536.891
1.39,Very Good,H,VS2,59.5,61.0,8951,7.27,7.33,4.34,6439.57,1,8371.441
1.51,Ideal,H,SI2,61.9,56.0,8951,7.31,7.36,4.54,5927.81,1,7706.153000000001
1.51,Good,I,VS2,62.2,59.0,8951,7.19,7.3,4.51,5927.81,1,7706.153000000001
1.51,Very Good,I,VS2,63.0,60.0,8952,7.25,7.3,4.58,5928.48,1,7707.023999999999
1.33,Very Good,G,VS2,61.7,59.0,8953,7.04,7.09,4.36,6731.58,1,8751.054
1.14,Ideal,F,VS1,61.1,55.0,8953,6.74,6.78,4.13,7853.51,1,10209.563
1.06,Ideal,F,VVS2,62.1,57.0,8954,6.5,6.54,4.05,8447.17,1,10981.321
1.56,Premium,H,SI2,58.8,59.0,8954,7.64,7.6,4.48,5739.74,1,7461.662
1.64,Fair,E,SI2,63.1,60.0,8954,7.58,7.5,4.75,5459.76,1,7097.688
1.3,Ideal,H,VVS2,61.5,55.0,8954,7.07,7.03,4.34,6887.69,1,8953.997
1.03,Ideal,G,VVS1,59.9,61.0,8955,6.56,6.63,3.95,8694.17,1,11302.421
1.02,Ideal,G,IF,62.3,57.0,8955,6.43,6.5,4.03,8779.41,1,11413.233
1.01,Good,F,VVS2,61.1,65.0,8956,6.38,6.42,3.91,8867.33,1,11527.529
1.01,Ideal,G,IF,62.2,61.0,8957,6.34,6.4,3.96,8868.32,1,11528.816
1.0,Ideal,F,VVS2,61.7,53.0,8958,6.46,6.48,3.99,8958.0,1,11645.4
1.23,Premium,F,VS2,60.8,59.0,8959,6.9,6.94,4.21,7283.74,1,9468.862
1.1,Ideal,D,VS2,62.0,56.0,8959,6.58,6.61,4.09,8144.55,1,10587.915
1.55,Ideal,J,VS1,59.5,60.0,8959,7.53,7.56,4.49,5780.0,1,7514.0
1.26,Ideal,H,VS1,61.0,57.0,8959,6.97,7.03,4.27,7110.32,1,9243.416
1.0,Good,E,VVS2,57.8,61.0,8960,6.55,6.46,3.76,8960.0,1,11648.0
1.12,Very Good,G,IF,60.9,57.0,8962,6.68,6.79,4.1,8001.79,1,10402.327000000001
1.2,Premium,F,VS2,62.8,59.0,8964,6.78,6.69,4.23,7470.0,1,9711.0
1.54,Premium,G,SI2,61.5,61.0,8969,7.42,7.35,4.54,5824.03,1,7571.239
1.21,Very Good,D,VS2,62.6,59.0,8969,6.72,6.79,4.23,7412.4,1,9636.119999999999
1.54,Premium,I,SI1,60.8,61.0,8969,7.48,7.41,4.53,5824.03,1,7571.239
1.54,Premium,G,SI2,62.4,57.0,8969,7.39,7.36,4.6,5824.03,1,7571.239
1.43,Ideal,G,SI1,62.6,57.0,8969,7.18,7.14,4.48,6272.03,1,8153.639
1.23,Ideal,G,VS1,61.4,56.0,8970,6.91,6.96,4.26,7292.68,1,9480.484
1.09,Ideal,G,VVS2,61.5,57.0,8970,6.62,6.65,4.08,8229.36,1,10698.168000000001
1.23,Premium,G,VVS2,59.6,59.0,8971,6.98,6.95,4.15,7293.5,1,9481.550000000001
1.01,Ideal,F,VVS2,61.6,56.0,8971,6.43,6.49,3.98,8882.18,1,11546.834
1.53,Ideal,I,SI1,61.9,54.0,8971,7.43,7.5,1.53,5863.4,1,7622.42
1.03,Ideal,E,VVS2,61.9,57.0,8972,6.5,6.46,4.01,8710.68,1,11323.884
1.51,Very Good,G,SI2,61.7,54.0,8973,7.37,7.41,4.56,5942.38,1,7725.094
1.12,Good,G,IF,59.6,56.0,8973,6.8,6.85,4.07,8011.61,1,10415.093
1.5,Very Good,I,VS2,60.1,60.0,8974,7.38,7.35,4.43,5982.67,1,7777.4710000000005
1.22,Very Good,G,VVS2,61.9,58.0,8975,6.84,6.85,4.24,7356.56,1,9563.528
0.31,Very Good,G,VS1,62.9,57.0,625,4.3,4.32,2.71,2016.13,0,2620.969
0.31,Very Good,H,VVS2,61.9,58.0,625,4.3,4.33,2.67,2016.13,0,2620.969
0.31,Ideal,G,VS1,61.0,55.0,625,4.39,4.43,2.69,2016.13,0,2620.969
0.31,Premium,F,VS2,61.6,58.0,625,4.35,4.38,2.69,2016.13,0,2620.969
0.31,Ideal,H,VVS2,62.3,55.0,625,4.36,4.37,2.72,2016.13,0,2620.969
0.31,Ideal,F,VS2,60.8,57.0,625,4.36,4.39,2.66,2016.13,0,2620.969
0.31,Premium,H,VVS2,61.4,59.0,625,4.35,4.38,2.68,2016.13,0,2620.969
0.31,Ideal,F,VS2,62.1,57.0,625,4.34,4.36,2.7,2016.13,0,2620.969
0.31,Premium,H,VVS2,62.6,60.0,625,4.29,4.33,2.7,2016.13,0,2620.969
0.31,Premium,F,VS2,61.3,59.0,625,4.31,4.34,2.65,2016.13,0,2620.969
0.31,Premium,G,VS1,61.8,59.0,625,4.32,4.35,2.68,2016.13,0,2620.969
0.31,Very Good,G,VS1,60.8,61.0,625,4.33,4.35,2.64,2016.13,0,2620.969
0.31,Ideal,G,VS1,62.5,57.0,625,4.34,4.37,2.72,2016.13,0,2620.969
0.31,Ideal,G,VS1,61.4,56.0,625,4.36,4.37,2.68,2016.13,0,2620.969
0.31,Ideal,F,VS2,61.9,54.0,625,4.35,4.38,2.7,2016.13,0,2620.969
0.31,Very Good,H,VVS2,61.9,58.0,625,4.33,4.36,2.69,2016.13,0,2620.969
0.31,Ideal,H,VVS2,62.4,56.0,625,4.34,4.38,2.72,2016.13,0,2620.969
0.31,Good,G,VS1,63.7,56.0,625,4.27,4.3,2.73,2016.13,0,2620.969
0.31,Premium,G,VS1,62.4,58.0,625,4.31,4.34,2.7,2016.13,0,2620.969
0.31,Very Good,H,VVS2,62.6,58.0,625,4.28,4.31,2.69,2016.13,0,2620.969
0.31,Premium,F,VS2,62.0,58.0,625,4.31,4.37,2.69,2016.13,0,2620.969
0.31,Premium,F,VS2,62.7,59.0,625,4.3,4.34,2.71,2016.13,0,2620.969
0.31,Ideal,F,VS2,62.4,56.0,625,4.31,4.34,2.7,2016.13,0,2620.969
0.31,Very Good,F,VS2,62.8,56.0,625,4.28,4.32,2.7,2016.13,0,2620.969
0.31,Very Good,F,VS2,61.4,55.0,625,4.32,4.34,2.66,2016.13,0,2620.969
0.31,Ideal,F,VS2,61.9,55.0,625,4.37,4.39,2.71,2016.13,0,2620.969
0.31,Premium,F,VS2,62.3,59.0,625,4.29,4.34,2.69,2016.13,0,2620.969
0.31,Ideal,F,VS2,61.3,57.0,625,4.3,4.34,2.65,2016.13,0,2620.969
0.31,Premium,F,VS2,61.7,58.0,625,4.34,4.38,2.69,2016.13,0,2620.969
0.31,Good,G,VS1,63.2,56.0,625,4.29,4.32,2.72,2016.13,0,2620.969
1.51,Good,I,VS1,65.9,56.0,8975,7.02,7.09,4.65,5943.71,1,7726.823
1.51,Good,I,VS1,64.0,60.0,8975,7.1,7.19,4.57,5943.71,1,7726.823
1.59,Ideal,I,SI2,60.5,55.0,8975,7.62,7.55,4.59,5644.65,1,7338.045
1.59,Ideal,D,SI2,61.6,55.0,8975,7.48,7.45,4.6,5644.65,1,7338.045
1.01,Good,E,VVS2,63.3,55.0,8976,6.36,6.41,4.04,8887.13,1,11553.269
1.1,Ideal,F,VS2,60.7,57.0,8977,6.66,6.7,4.05,8160.91,1,10609.183
1.36,Ideal,G,SI1,60.9,56.0,8977,7.15,7.16,4.36,6600.74,1,8580.962
1.4,Ideal,H,VS2,63.0,56.0,8977,7.13,7.07,4.47,6412.14,1,8335.782000000001
1.61,Premium,I,SI1,62.0,58.0,8978,7.46,7.51,4.64,5576.4,1,7249.32
0.9,Ideal,D,VVS1,62.0,56.0,8979,6.16,6.19,3.83,9976.67,1,12969.671
1.31,Premium,G,VS2,60.3,59.0,8979,7.12,7.08,4.28,6854.2,1,8910.460000000001
1.55,Ideal,G,SI2,60.5,60.0,8981,7.46,7.49,4.52,5794.19,1,7532.447
1.51,Ideal,J,SI1,62.0,55.0,8981,7.42,7.31,4.57,5947.68,1,7731.984
1.53,Ideal,I,SI1,62.4,57.0,8981,7.33,7.37,4.59,5869.93,1,7630.909000000001
1.05,Ideal,E,VVS2,62.4,56.0,8982,6.49,6.52,4.06,8554.29,1,11120.577000000001
1.2,Very Good,F,VS1,62.6,59.0,8983,6.64,6.71,4.18,7485.83,1,9731.579
1.24,Ideal,F,VS2,61.7,53.0,8983,6.93,6.9,4.27,7244.35,1,9417.655
1.21,Ideal,G,VS1,61.4,56.0,8985,6.9,6.84,4.22,7425.62,1,9653.306
1.5,Premium,E,SI2,62.7,56.0,8988,7.38,7.33,4.61,5992.0,1,7789.6
1.36,Ideal,H,SI1,61.5,56.0,8989,7.12,7.16,4.39,6609.56,1,8592.428000000002
1.02,Very Good,F,VVS1,62.4,58.0,8990,6.38,6.41,3.99,8813.73,1,11457.849
1.2,Good,F,VS2,62.3,57.0,8990,6.74,6.78,4.21,7491.67,1,9739.171
1.12,Ideal,E,VS1,61.3,56.0,8991,6.7,6.72,4.11,8027.68,1,10435.984
1.59,Very Good,E,SI2,61.1,57.0,8994,7.48,7.54,4.59,5656.6,1,7353.580000000001
1.19,Good,G,VVS2,61.1,61.0,8995,6.86,6.83,4.18,7558.82,1,9826.466
1.53,Premium,E,SI2,58.9,59.0,8996,7.63,7.55,4.47,5879.74,1,7643.662
1.53,Fair,I,VS2,57.7,69.0,8996,7.6,7.51,4.36,5879.74,1,7643.662
1.51,Premium,I,VS2,62.3,60.0,8997,7.35,7.29,4.56,5958.28,1,7745.764
1.03,Very Good,F,VVS2,61.5,55.0,8998,6.48,6.57,4.01,8735.92,1,11356.696
1.07,Ideal,E,VS1,60.0,58.0,8998,6.66,6.7,4.01,8409.35,1,10932.155
1.08,Premium,D,VS1,61.0,59.0,8999,6.66,6.61,4.05,8332.41,1,10832.133
